Date,ProductID,Price_USD,UnitsSold,PromotionFlag
25/02/2024,Prod_8,15.82,209,1
26/02/2024,Prod_8,3.2,496,0
27/02/2024,Prod_8,28.28,9,1
28/02/2024,Prod_8,41.91,185,0
29/02/2024,Prod_8,21.06,435,0
01/03/2024,Prod_8,31.25,369,0
02/03/2024,Prod_8,45.1,376,1
03/03/2024,Prod_8,39.7,296,1
04/03/2024,Prod_8,10.5,332,1
05/03/2024,Prod_8,36.94,201,0
06/03/2024,Prod_8,25.59,64,1
07/03/2024,Prod_8,37.55,350,0
08/03/2024,Prod_8,25.23,326,0
09/03/2024,Prod_8,7.27,320,0
10/03/2024,Prod_8,28.93,25,0
11/03/2024,Prod_8,25.11,412,0
12/03/2024,Prod_8,26.38,394,1
13/03/2024,Prod_8,44.07,489,0
14/03/2024,Prod_8,44.85,156,0
15/03/2024,Prod_8,23.22,221,0
16/03/2024,Prod_8,23.33,292,0
17/03/2024,Prod_8,26.24,139,0
18/03/2024,Prod_8,26.46,21,0
19/03/2024,Prod_8,47.57,486,0
20/03/2024,Prod_8,32.82,154,0
21/03/2024,Prod_8,14.6,402,0
22/03/2024,Prod_8,27.05,68,0
23/03/2024,Prod_8,31.73,492,0
24/03/2024,Prod_8,32.35,41,0
25/03/2024,Prod_8,29.68,15,0
26/03/2024,Prod_8,9.71,279,0
27/03/2024,Prod_8,2.65,169,0
28/03/2024,Prod_8,17.55,134,0
29/03/2024,Prod_8,21.95,491,0
30/03/2024,Prod_8,4.03,199,1
31/03/2024,Prod_8,40.93,238,0
01/04/2024,Prod_8,17.86,444,1
02/04/2024,Prod_8,45.77,112,1
03/04/2024,Prod_8,8.57,463,1
04/04/2024,Prod_8,3.79,52,0
05/04/2024,Prod_8,24.63,137,1
06/04/2024,Prod_8,10.27,255,0
07/04/2024,Prod_8,46.93,115,0
08/04/2024,Prod_8,1.5,158,0
09/04/2024,Prod_8,21.22,300,1
10/04/2024,Prod_8,46.41,446,0
11/04/2024,Prod_8,19.84,427,1
12/04/2024,Prod_8,5.56,412,0
13/04/2024,Prod_8,15.84,478,1
14/04/2024,Prod_8,25.4,264,1
15/04/2024,Prod_8,10.07,355,1
16/04/2024,Prod_8,23.86,307,0
17/04/2024,Prod_8,41.98,99,1
18/04/2024,Prod_8,43.76,121,1
19/04/2024,Prod_8,3.41,90,0
20/04/2024,Prod_8,8.88,30,0
21/04/2024,Prod_8,14.49,483,1
22/04/2024,Prod_8,30.15,230,0
23/04/2024,Prod_8,18.69,139,1
24/04/2024,Prod_8,42.36,254,0
25/04/2024,Prod_8,36.12,404,0
26/04/2024,Prod_8,5.92,494,0
27/04/2024,Prod_8,31.6,31,0
28/04/2024,Prod_8,6.54,162,0
29/04/2024,Prod_8,13.5,396,1
30/04/2024,Prod_8,9.72,432,0
01/05/2024,Prod_8,9.48,156,1
02/05/2024,Prod_8,31.2,323,1
03/05/2024,Prod_8,28.62,117,0
04/05/2024,Prod_8,9.63,191,0
05/05/2024,Prod_8,49.52,176,0
06/05/2024,Prod_8,21.67,426,0
07/05/2024,Prod_8,5.76,436,0
08/05/2024,Prod_8,6.91,5,0
09/05/2024,Prod_8,29.61,333,1
10/05/2024,Prod_8,48.97,12,0
11/05/2024,Prod_8,29.03,59,0
12/05/2024,Prod_8,47.5,321,1
13/05/2024,Prod_8,22.76,308,1
14/05/2024,Prod_8,22.36,299,1
15/05/2024,Prod_8,25.5,250,1
16/05/2024,Prod_8,35.17,339,0
17/05/2024,Prod_8,19.01,93,1
18/05/2024,Prod_8,43.33,319,1
19/05/2024,Prod_8,2.43,111,0
20/05/2024,Prod_8,22.55,306,0
21/05/2024,Prod_8,26.04,368,0
22/05/2024,Prod_8,30.74,295,0
23/05/2024,Prod_8,14.53,426,0
24/05/2024,Prod_8,21.95,473,0
25/05/2024,Prod_8,24.74,336,0
26/05/2024,Prod_8,34.66,17,0
27/05/2024,Prod_8,38.9,220,0
28/05/2024,Prod_8,37.15,487,1
29/05/2024,Prod_8,17.74,299,0
30/05/2024,Prod_8,49.97,305,0
31/05/2024,Prod_8,42.58,5,0
01/06/2024,Prod_8,13.74,129,0
02/06/2024,Prod_8,10.56,323,0
03/06/2024,Prod_8,16.39,112,0
04/06/2024,Prod_8,23.16,24,1
05/06/2024,Prod_8,42.69,29,0
06/06/2024,Prod_8,39.14,399,0
07/06/2024,Prod_8,42.71,132,0
08/06/2024,Prod_8,14.33,44,0
09/06/2024,Prod_8,30.08,321,1
10/06/2024,Prod_8,14.88,497,0
11/06/2024,Prod_8,6.34,376,1
12/06/2024,Prod_8,34.53,207,0
13/06/2024,Prod_8,8.01,382,1
14/06/2024,Prod_8,33.72,216,1
15/06/2024,Prod_8,32.75,244,1
16/06/2024,Prod_8,40.7,31,1
17/06/2024,Prod_8,7.84,404,0
18/06/2024,Prod_8,39.39,266,1
19/06/2024,Prod_8,49.96,11,0
20/06/2024,Prod_8,42.7,82,1
21/06/2024,Prod_8,37.84,482,0
22/06/2024,Prod_8,33.45,156,0
23/06/2024,Prod_8,21.67,166,1
24/06/2024,Prod_8,36.79,208,0
25/06/2024,Prod_8,36.48,24,0
26/06/2024,Prod_8,31.94,295,1
27/06/2024,Prod_8,40.02,375,0
28/06/2024,Prod_8,22.99,179,0
29/06/2024,Prod_8,6.94,332,0
30/06/2024,Prod_8,28.39,50,0
01/01/2024,Prod_9,13.99,490,0
02/01/2024,Prod_9,19.84,7,0
03/01/2024,Prod_9,1.85,100,0
04/01/2024,Prod_9,19.76,81,0
05/01/2024,Prod_9,40.63,241,0
06/01/2024,Prod_9,27.59,324,1
07/01/2024,Prod_9,1.48,181,0
08/01/2024,Prod_9,24.02,293,1
09/01/2024,Prod_9,15.28,481,0
10/01/2024,Prod_9,24.4,83,0
11/01/2024,Prod_9,20.83,54,0
12/01/2024,Prod_9,46.67,90,1
13/01/2024,Prod_9,3.02,439,1
14/01/2024,Prod_9,34.5,203,1
15/01/2024,Prod_9,42.7,31,0
16/01/2024,Prod_9,48,193,1
17/01/2024,Prod_9,9.7,488,0
18/01/2024,Prod_9,27.03,100,1
19/01/2024,Prod_9,3.14,349,0
20/01/2024,Prod_9,25.46,89,0
21/01/2024,Prod_9,7.15,443,0
22/01/2024,Prod_9,42.06,123,0
23/01/2024,Prod_9,6.58,374,0
24/01/2024,Prod_9,26.15,47,0
25/01/2024,Prod_9,26.53,433,0
26/01/2024,Prod_9,48.61,146,1
27/01/2024,Prod_9,33.09,3,0
28/01/2024,Prod_9,15.1,18,1
29/01/2024,Prod_9,12.8,314,1
30/01/2024,Prod_9,7.28,327,1
31/01/2024,Prod_9,38.07,476,1
01/02/2024,Prod_9,34.85,81,1
02/02/2024,Prod_9,30.88,153,0
03/02/2024,Prod_9,3,402,0
04/02/2024,Prod_9,38.38,308,0
05/02/2024,Prod_9,32.45,488,0
06/02/2024,Prod_9,48.23,299,0
07/02/2024,Prod_9,29.77,67,0
08/02/2024,Prod_9,15.89,89,0
09/02/2024,Prod_9,19.69,135,1
10/02/2024,Prod_9,9.62,367,0
11/02/2024,Prod_9,36.42,202,0
12/02/2024,Prod_9,35.68,428,0
13/02/2024,Prod_9,10.83,428,0
14/02/2024,Prod_9,8.77,179,1
15/02/2024,Prod_9,4.77,339,0
16/02/2024,Prod_9,45.69,79,0
17/02/2024,Prod_9,12.42,85,0
18/02/2024,Prod_9,17.86,21,0
19/02/2024,Prod_9,14.74,378,0
20/02/2024,Prod_9,21.27,165,0
21/02/2024,Prod_9,35.99,28,0
22/02/2024,Prod_9,43.66,237,0
23/02/2024,Prod_9,9.95,288,1
24/02/2024,Prod_9,34.63,185,0
25/02/2024,Prod_9,18.28,425,0
26/02/2024,Prod_9,49.05,310,0
27/02/2024,Prod_9,15.65,155,0
28/02/2024,Prod_9,1.35,123,1
29/02/2024,Prod_9,26.27,87,0
01/03/2024,Prod_9,8.39,202,1
02/03/2024,Prod_9,3.18,40,0
03/03/2024,Prod_9,35.22,169,1
04/03/2024,Prod_9,36.88,70,0
05/03/2024,Prod_9,23.57,280,0
06/03/2024,Prod_9,34.17,402,0
07/03/2024,Prod_9,27.37,330,0
08/03/2024,Prod_9,31.86,440,0
09/03/2024,Prod_9,30.24,399,0
10/03/2024,Prod_9,33.63,493,1
11/03/2024,Prod_9,10.78,491,0
12/03/2024,Prod_9,14.17,354,0
13/03/2024,Prod_9,22.56,328,1
14/03/2024,Prod_9,22.86,498,0
15/03/2024,Prod_9,38.95,419,1
16/03/2024,Prod_9,19,27,0
17/03/2024,Prod_9,8.96,345,0
18/03/2024,Prod_9,13.32,131,0
19/03/2024,Prod_9,11.52,277,1
20/03/2024,Prod_9,36.85,377,1
21/03/2024,Prod_9,24.05,295,1
22/03/2024,Prod_9,35.72,288,0
23/03/2024,Prod_9,21.39,254,1
24/03/2024,Prod_9,44.6,434,0
25/03/2024,Prod_9,49.19,85,0
26/03/2024,Prod_9,33.82,9,1
27/03/2024,Prod_9,43.33,50,0
28/03/2024,Prod_9,25.89,1,0
29/03/2024,Prod_9,46.8,4,0
30/03/2024,Prod_9,41.75,4,1
31/03/2024,Prod_9,49.6,497,0
01/04/2024,Prod_9,31.53,90,0
02/04/2024,Prod_9,39.18,162,1
03/04/2024,Prod_9,27.6,155,0
04/04/2024,Prod_9,13.7,15,0
05/04/2024,Prod_9,18.38,365,0
06/04/2024,Prod_9,44.81,32,1
07/04/2024,Prod_9,3.74,425,0
08/04/2024,Prod_9,29.98,455,0
09/04/2024,Prod_9,19.25,445,0
10/04/2024,Prod_9,19.95,63,0
11/04/2024,Prod_9,44.34,445,0
12/04/2024,Prod_9,42.84,364,0
13/04/2024,Prod_9,30.34,108,0
14/04/2024,Prod_9,14.37,14,1
15/04/2024,Prod_9,24.3,23,1
16/04/2024,Prod_9,21.01,111,1
17/04/2024,Prod_9,18.33,321,0
18/04/2024,Prod_9,6.04,160,0
19/04/2024,Prod_9,27.61,41,0
20/04/2024,Prod_9,15.79,282,1
21/04/2024,Prod_9,33.38,304,0
22/04/2024,Prod_9,16.64,457,1
23/04/2024,Prod_9,22.13,144,0
24/04/2024,Prod_9,3.57,415,0
25/04/2024,Prod_9,49.63,450,0
26/04/2024,Prod_9,25.87,288,0
27/04/2024,Prod_9,2.19,394,0
28/04/2024,Prod_9,27.52,153,0
29/04/2024,Prod_9,43.65,82,0
30/04/2024,Prod_9,38.86,365,0
01/05/2024,Prod_9,35.34,226,0
02/05/2024,Prod_9,7.83,477,1
03/05/2024,Prod_9,33.23,429,0
04/05/2024,Prod_9,38.55,152,0
05/05/2024,Prod_9,29.05,259,0
06/05/2024,Prod_9,44.74,318,1
07/05/2024,Prod_9,14.57,79,0
08/05/2024,Prod_9,12.87,195,1
09/05/2024,Prod_9,43.61,439,0
10/05/2024,Prod_9,31.64,223,0
11/05/2024,Prod_9,1.07,266,0
12/05/2024,Prod_9,18.3,230,0
13/05/2024,Prod_9,43.03,439,0
14/05/2024,Prod_9,2.34,150,0
15/05/2024,Prod_9,1.16,398,0
16/05/2024,Prod_9,14.78,457,0
17/05/2024,Prod_9,45.79,466,1
18/05/2024,Prod_9,45.17,136,0
19/05/2024,Prod_9,26.42,123,0
20/05/2024,Prod_9,28.11,358,1
21/05/2024,Prod_9,17.27,399,0
22/05/2024,Prod_9,12.94,110,0
23/05/2024,Prod_9,40.95,143,1
24/05/2024,Prod_9,6.21,436,0
25/05/2024,Prod_9,24.88,70,1
26/05/2024,Prod_9,32.09,54,0
27/05/2024,Prod_9,6.08,332,0
28/05/2024,Prod_9,26.46,426,0
29/05/2024,Prod_9,29.3,403,0
30/05/2024,Prod_9,37.38,40,0
31/05/2024,Prod_9,12.51,197,0
01/06/2024,Prod_9,15.37,27,1
02/06/2024,Prod_9,28.91,330,1
03/06/2024,Prod_9,49.17,299,1
04/06/2024,Prod_9,11.66,180,1
05/06/2024,Prod_9,49.31,46,0
06/06/2024,Prod_9,36,142,1
07/06/2024,Prod_9,41.48,320,0
08/06/2024,Prod_9,5.39,445,0
09/06/2024,Prod_9,15.72,98,1
10/06/2024,Prod_9,3.83,126,0
11/06/2024,Prod_9,19.21,58,1
12/06/2024,Prod_9,49.08,177,0
13/06/2024,Prod_9,6.16,207,0
14/06/2024,Prod_9,28.56,285,0
15/06/2024,Prod_9,1.3,154,0
16/06/2024,Prod_9,35.92,27,1
17/06/2024,Prod_9,10.66,451,1
18/06/2024,Prod_9,7.35,323,0
19/06/2024,Prod_9,17.51,163,0
20/06/2024,Prod_9,38.78,250,0
21/06/2024,Prod_9,6.22,188,1
22/06/2024,Prod_9,12.26,445,0
23/06/2024,Prod_9,1.41,483,1
24/06/2024,Prod_9,48.45,370,0
25/06/2024,Prod_9,30.02,454,1
26/06/2024,Prod_9,36.28,334,0
27/06/2024,Prod_9,32.92,90,0
28/06/2024,Prod_9,8.07,131,0
29/06/2024,Prod_9,30.15,417,1
30/06/2024,Prod_9,7.44,298,1
01/01/2024,Prod_10,20.66,13,0
02/01/2024,Prod_10,28.88,29,0
03/01/2024,Prod_10,28.39,265,1
04/01/2024,Prod_10,6.83,32,1
05/01/2024,Prod_10,2.69,150,0
06/01/2024,Prod_10,40.11,86,0
07/01/2024,Prod_10,36.57,58,0
08/01/2024,Prod_10,5.01,57,1
09/01/2024,Prod_10,7.24,482,0
10/01/2024,Prod_10,44.74,394,0
11/01/2024,Prod_10,38.69,25,0
12/01/2024,Prod_10,49.81,190,0
13/01/2024,Prod_10,13.45,447,0
14/01/2024,Prod_10,24.9,76,0
15/01/2024,Prod_10,12.59,371,0
16/01/2024,Prod_10,31.52,387,1
17/01/2024,Prod_10,6.66,339,1
18/01/2024,Prod_10,7.23,225,0
19/01/2024,Prod_10,4.52,431,0
20/01/2024,Prod_10,34.99,183,0
21/01/2024,Prod_10,25.21,154,1
22/01/2024,Prod_10,31.27,269,1
23/01/2024,Prod_10,44.09,391,1
24/01/2024,Prod_10,37.28,418,1
25/01/2024,Prod_10,23.62,278,0
26/01/2024,Prod_10,49.23,340,0
27/01/2024,Prod_10,23.36,363,0
28/01/2024,Prod_10,6.51,23,1
29/01/2024,Prod_10,49.64,432,0
30/01/2024,Prod_10,2.12,14,1
31/01/2024,Prod_10,27.94,94,1
01/02/2024,Prod_10,16.15,343,1
02/02/2024,Prod_10,25.67,367,0
03/02/2024,Prod_10,28.38,52,0
04/02/2024,Prod_10,12.76,339,1
05/02/2024,Prod_10,28.29,423,0
06/02/2024,Prod_10,38.05,41,0
07/02/2024,Prod_10,14.06,164,1
08/02/2024,Prod_10,19.79,6,1
09/02/2024,Prod_10,14.14,407,0
10/02/2024,Prod_10,41.21,138,1
11/02/2024,Prod_10,36.52,99,0
12/02/2024,Prod_10,43.69,341,0
13/02/2024,Prod_10,9.33,224,0
14/02/2024,Prod_10,4.61,316,1
15/02/2024,Prod_10,6.85,30,0
16/02/2024,Prod_10,8.89,225,0
17/02/2024,Prod_10,27.12,326,0
18/02/2024,Prod_10,48.57,261,1
19/02/2024,Prod_10,18.5,247,0
20/02/2024,Prod_10,47.97,79,0
21/02/2024,Prod_10,2.87,185,0
22/02/2024,Prod_10,46.42,299,0
23/02/2024,Prod_10,9.88,180,0
24/02/2024,Prod_10,45.71,473,1
25/02/2024,Prod_10,3.76,77,0
26/02/2024,Prod_10,47.46,262,1
27/02/2024,Prod_10,10.84,229,0
28/02/2024,Prod_10,15.83,2,0
29/02/2024,Prod_10,25.06,17,0
01/03/2024,Prod_10,19.66,344,0
02/03/2024,Prod_10,33.71,12,1
03/03/2024,Prod_10,48.77,428,1
04/03/2024,Prod_10,30.71,182,0
05/03/2024,Prod_10,36.35,334,0
06/03/2024,Prod_10,5.31,7,0
07/03/2024,Prod_10,31.76,246,0
08/03/2024,Prod_10,23.24,474,1
09/03/2024,Prod_10,44.4,416,1
10/03/2024,Prod_10,20.02,157,0
11/03/2024,Prod_10,34.29,174,0
12/03/2024,Prod_10,12.18,487,0
13/03/2024,Prod_10,13.71,329,1
14/03/2024,Prod_10,19.43,334,0
15/03/2024,Prod_10,15.9,181,0
16/03/2024,Prod_10,13.44,465,0
17/03/2024,Prod_10,3.43,497,0
18/03/2024,Prod_10,42,281,0
19/03/2024,Prod_10,4.15,309,1
20/03/2024,Prod_10,44.48,478,1
21/03/2024,Prod_10,7.15,237,0
22/03/2024,Prod_10,4.2,157,0
23/03/2024,Prod_10,28.59,251,0
24/03/2024,Prod_10,25.62,221,1
25/03/2024,Prod_10,25.07,338,0
26/03/2024,Prod_10,29.15,223,1
27/03/2024,Prod_10,15.07,211,1
28/03/2024,Prod_10,33.48,337,0
29/03/2024,Prod_10,25.62,134,0
30/03/2024,Prod_10,17.4,332,1
31/03/2024,Prod_10,41.5,422,0
01/04/2024,Prod_10,36.66,259,0
02/04/2024,Prod_10,20.29,495,0
03/04/2024,Prod_10,42.53,35,0
04/04/2024,Prod_10,46.09,183,1
05/04/2024,Prod_10,27.31,303,0
06/04/2024,Prod_10,11.53,161,0
07/04/2024,Prod_10,45.87,93,1
08/04/2024,Prod_10,10.28,387,0
09/04/2024,Prod_10,3.37,197,1
10/04/2024,Prod_10,17.05,315,0
11/04/2024,Prod_10,36.62,206,0
12/04/2024,Prod_10,46.24,484,0
13/04/2024,Prod_10,32.23,476,1
14/04/2024,Prod_10,47.64,489,1
15/04/2024,Prod_10,5.53,352,0
16/04/2024,Prod_10,3.98,18,1
17/04/2024,Prod_10,30.61,234,1
18/04/2024,Prod_10,48.34,488,0
19/04/2024,Prod_10,25.63,382,0
20/04/2024,Prod_10,3.52,333,0
21/04/2024,Prod_10,11.84,66,0
22/04/2024,Prod_10,12.99,244,0
23/04/2024,Prod_10,17.55,409,0
24/04/2024,Prod_10,3.14,276,0
25/04/2024,Prod_10,45.34,199,0
26/04/2024,Prod_10,26.26,459,0
27/04/2024,Prod_10,33.88,453,0
28/04/2024,Prod_10,4.29,413,0
29/04/2024,Prod_10,3.65,18,0
30/04/2024,Prod_10,29.74,72,1
01/05/2024,Prod_10,44.48,155,0
02/05/2024,Prod_10,26.9,378,0
03/05/2024,Prod_10,44.01,170,0
04/05/2024,Prod_10,40.74,322,0
05/05/2024,Prod_10,4.72,355,1
06/05/2024,Prod_10,10.9,282,0
07/05/2024,Prod_10,33.23,151,0
08/05/2024,Prod_10,22.73,261,0
09/05/2024,Prod_10,15.24,80,0
10/05/2024,Prod_10,21.51,106,0
11/05/2024,Prod_10,22.81,11,0
12/05/2024,Prod_10,45.62,403,0
13/05/2024,Prod_10,6.07,208,1
14/05/2024,Prod_10,14.71,480,0
15/05/2024,Prod_10,27.34,396,0
16/05/2024,Prod_10,35.22,130,0
17/05/2024,Prod_10,31.9,171,1
18/05/2024,Prod_10,47.14,406,0
19/05/2024,Prod_10,39.98,410,0
20/05/2024,Prod_10,28.3,33,0
21/05/2024,Prod_10,11.52,24,0
22/05/2024,Prod_10,23.09,197,0
23/05/2024,Prod_10,34.98,405,1
24/05/2024,Prod_10,42.06,46,0
25/05/2024,Prod_10,48.03,274,1
26/05/2024,Prod_10,30.67,231,0
27/05/2024,Prod_10,26.82,133,1
28/05/2024,Prod_10,1.87,264,0
29/05/2024,Prod_10,4.53,85,0
30/05/2024,Prod_10,8.65,367,1
31/05/2024,Prod_10,3.68,313,0
01/06/2024,Prod_10,20.64,5,1
02/06/2024,Prod_10,17.51,269,0
03/06/2024,Prod_10,32.23,339,1
04/06/2024,Prod_10,27.25,221,0
05/06/2024,Prod_10,30.2,194,1
06/06/2024,Prod_10,24.13,421,0
07/06/2024,Prod_10,14.61,346,0
08/06/2024,Prod_10,47.69,413,1
09/06/2024,Prod_10,5.23,69,1
10/06/2024,Prod_10,47.01,288,0
11/06/2024,Prod_10,16.25,358,0
12/06/2024,Prod_10,26.12,176,0
13/06/2024,Prod_10,6.33,386,0
14/06/2024,Prod_10,4.48,325,0
15/06/2024,Prod_10,22.05,239,1
16/06/2024,Prod_10,37.34,481,0
17/06/2024,Prod_10,14.2,179,0
18/06/2024,Prod_10,28.56,256,1
19/06/2024,Prod_10,14.65,419,0
20/06/2024,Prod_10,20.04,211,0
21/06/2024,Prod_10,45.42,399,1
22/06/2024,Prod_10,42.94,227,1
23/06/2024,Prod_10,26.28,72,1
24/06/2024,Prod_10,12.67,367,1
25/06/2024,Prod_10,10.47,65,0
26/06/2024,Prod_10,47.75,166,0
27/06/2024,Prod_10,10.93,214,1
28/06/2024,Prod_10,40.6,17,0
29/06/2024,Prod_10,19.08,336,0
30/06/2024,Prod_10,49.3,173,1
01/01/2024,Prod_11,19.04,129,1
02/01/2024,Prod_11,18.22,3,0
03/01/2024,Prod_11,32.24,383,1
04/01/2024,Prod_11,48.11,384,1
05/01/2024,Prod_11,48.83,248,1
06/01/2024,Prod_11,35.65,70,1
07/01/2024,Prod_11,37.98,52,0
08/01/2024,Prod_11,28.61,437,1
09/01/2024,Prod_11,38.03,378,0
10/01/2024,Prod_11,43.13,259,1
11/01/2024,Prod_11,24.82,239,1
12/01/2024,Prod_11,31.37,94,0
13/01/2024,Prod_11,27.33,47,0
14/01/2024,Prod_11,28.56,75,0
15/01/2024,Prod_11,44.61,91,1
16/01/2024,Prod_11,18.43,86,1
17/01/2024,Prod_11,11.2,6,0
18/01/2024,Prod_11,23.36,230,0
19/01/2024,Prod_11,11.2,489,1
20/01/2024,Prod_11,25.42,430,0
21/01/2024,Prod_11,45.27,351,0
22/01/2024,Prod_11,31.25,317,0
23/01/2024,Prod_11,42.92,43,1
24/01/2024,Prod_11,9.14,312,1
25/01/2024,Prod_11,45.14,198,0
26/01/2024,Prod_11,30.49,370,0
27/01/2024,Prod_11,2.56,404,0
28/01/2024,Prod_11,32.02,303,1
29/01/2024,Prod_11,47.62,182,0
30/01/2024,Prod_11,4.88,169,0
31/01/2024,Prod_11,29.54,203,0
01/02/2024,Prod_11,45.86,194,1
02/02/2024,Prod_11,1.48,31,0
03/02/2024,Prod_11,31.91,102,0
04/02/2024,Prod_11,24.27,64,1
05/02/2024,Prod_11,18,346,1
06/02/2024,Prod_11,31.75,91,0
07/02/2024,Prod_11,3.58,442,0
08/02/2024,Prod_11,37.9,250,0
09/02/2024,Prod_11,1.22,183,0
10/02/2024,Prod_11,16.04,302,0
11/02/2024,Prod_11,25.69,366,0
12/02/2024,Prod_11,19.47,351,0
13/02/2024,Prod_11,16.07,280,1
14/02/2024,Prod_11,41.71,205,0
15/02/2024,Prod_11,46.81,89,0
16/02/2024,Prod_11,43.81,293,0
17/02/2024,Prod_11,26.6,425,0
18/02/2024,Prod_11,44.32,409,0
19/02/2024,Prod_11,46.12,285,1
20/02/2024,Prod_11,21.05,159,0
21/02/2024,Prod_11,14.89,363,1
22/02/2024,Prod_11,5.81,487,0
23/02/2024,Prod_11,24.48,130,0
24/02/2024,Prod_11,47.37,248,0
25/02/2024,Prod_11,28.48,140,0
26/02/2024,Prod_11,33.71,389,1
27/02/2024,Prod_11,6.53,189,1
28/02/2024,Prod_11,8.03,91,0
29/02/2024,Prod_11,23.76,56,0
01/03/2024,Prod_11,47.61,226,0
02/03/2024,Prod_11,18.68,334,1
03/03/2024,Prod_11,44,327,0
04/03/2024,Prod_11,6.89,165,0
05/03/2024,Prod_11,31.23,36,0
06/03/2024,Prod_11,30.43,330,0
07/03/2024,Prod_11,43.13,29,0
08/03/2024,Prod_11,1.16,80,0
09/03/2024,Prod_11,10.31,422,0
10/03/2024,Prod_11,11.76,469,0
11/03/2024,Prod_11,47.55,358,0
12/03/2024,Prod_11,8.53,169,0
13/03/2024,Prod_11,2.81,33,0
14/03/2024,Prod_11,27.19,93,0
15/03/2024,Prod_11,26.9,112,0
16/03/2024,Prod_11,42.36,379,0
17/03/2024,Prod_11,47.49,209,0
18/03/2024,Prod_11,27.39,397,0
19/03/2024,Prod_11,46.57,390,0
20/03/2024,Prod_11,36.53,194,0
21/03/2024,Prod_11,13.96,264,0
22/03/2024,Prod_11,46.49,247,1
23/03/2024,Prod_11,33.7,118,0
24/03/2024,Prod_11,21.29,448,1
25/03/2024,Prod_11,34.33,480,1
26/03/2024,Prod_11,20.66,228,0
27/03/2024,Prod_11,6.6,9,1
28/03/2024,Prod_11,36.23,407,0
29/03/2024,Prod_11,41.38,199,0
30/03/2024,Prod_11,36.71,479,0
31/03/2024,Prod_11,12.23,277,0
01/04/2024,Prod_11,47.88,129,0
02/04/2024,Prod_11,2.24,302,0
03/04/2024,Prod_11,17.3,62,0
04/04/2024,Prod_11,13.74,2,0
05/04/2024,Prod_11,3.36,360,0
06/04/2024,Prod_11,20.88,331,0
07/04/2024,Prod_11,31.53,357,1
08/04/2024,Prod_11,44.25,466,0
09/04/2024,Prod_11,49.49,172,0
10/04/2024,Prod_11,40.6,245,0
11/04/2024,Prod_11,23.97,88,1
12/04/2024,Prod_11,36.46,384,0
13/04/2024,Prod_11,42.34,83,1
14/04/2024,Prod_11,23.8,5,0
15/04/2024,Prod_11,39.47,349,0
16/04/2024,Prod_11,24.65,39,1
17/04/2024,Prod_11,19.94,384,1
18/04/2024,Prod_11,26.78,322,0
19/04/2024,Prod_11,34.12,465,0
20/04/2024,Prod_11,36.62,301,1
21/04/2024,Prod_11,18.48,75,0
22/04/2024,Prod_11,28.99,101,0
23/04/2024,Prod_11,45.58,141,0
24/04/2024,Prod_11,48.84,93,0
25/04/2024,Prod_11,12.14,119,1
26/04/2024,Prod_11,10.45,288,0
27/04/2024,Prod_11,34.16,109,1
28/04/2024,Prod_11,21.32,488,0
29/04/2024,Prod_11,2.19,43,0
30/04/2024,Prod_11,18,136,0
01/05/2024,Prod_11,40.53,330,1
02/05/2024,Prod_11,40.07,217,1
03/05/2024,Prod_11,25.24,443,1
04/05/2024,Prod_11,24.16,395,0
05/05/2024,Prod_11,29.4,156,1
06/05/2024,Prod_11,11.75,481,1
07/05/2024,Prod_11,26.78,39,0
08/05/2024,Prod_11,1.54,282,0
09/05/2024,Prod_11,24.3,328,0
10/05/2024,Prod_11,17.47,358,0
11/05/2024,Prod_11,34.07,26,1
12/05/2024,Prod_11,32.28,32,0
13/05/2024,Prod_11,19.66,46,0
14/05/2024,Prod_11,1.36,156,0
15/05/2024,Prod_11,13.36,244,0
16/05/2024,Prod_11,32.03,391,1
17/05/2024,Prod_11,4.55,35,0
18/05/2024,Prod_11,6.27,450,0
19/05/2024,Prod_11,32.7,278,1
20/05/2024,Prod_11,38.03,242,1
21/05/2024,Prod_11,16.76,406,0
22/05/2024,Prod_11,24.99,378,0
23/05/2024,Prod_11,47.34,259,0
24/05/2024,Prod_11,47.33,46,1
25/05/2024,Prod_11,16.07,434,1
26/05/2024,Prod_11,40.69,237,0
27/05/2024,Prod_11,30.1,8,0
28/05/2024,Prod_11,48.8,260,0
29/05/2024,Prod_11,24.4,271,0
30/05/2024,Prod_11,38.96,44,0
31/05/2024,Prod_11,38.64,238,0
01/06/2024,Prod_11,25.37,167,0
02/06/2024,Prod_11,39.99,376,1
03/06/2024,Prod_11,13.79,76,0
04/06/2024,Prod_11,6.99,157,1
05/06/2024,Prod_11,21.83,201,0
06/06/2024,Prod_11,47.24,234,1
07/06/2024,Prod_11,25.54,232,0
08/06/2024,Prod_11,32.13,446,0
09/06/2024,Prod_11,31.58,212,0
10/06/2024,Prod_11,7.5,418,0
11/06/2024,Prod_11,20.12,154,1
12/06/2024,Prod_11,35.64,368,0
13/06/2024,Prod_11,48.63,213,0
14/06/2024,Prod_11,9.23,87,0
15/06/2024,Prod_11,21.11,18,1
16/06/2024,Prod_11,5.66,191,0
17/06/2024,Prod_11,12.88,308,0
18/06/2024,Prod_11,19.46,54,1
19/06/2024,Prod_11,27.49,216,0
20/06/2024,Prod_11,12.3,42,0
21/06/2024,Prod_11,12.15,349,0
22/06/2024,Prod_11,39.11,230,0
23/06/2024,Prod_11,48.17,230,0
