Date,StoreID,ProductCategory,UnitsSold,SalesValue,Region
02/01/2024,Store_26,Frozen,121,93.46,South
03/01/2024,Store_26,Bakery,178,32.99,North
04/01/2024,Store_26,Frozen,45,37.2,South
05/01/2024,Store_26,Beverages,74,5.5,South
06/01/2024,Store_26,Dairy,120,59.33,East
07/01/2024,Store_26,Bakery,72,72.47,East
08/01/2024,Store_26,Frozen,138,77.58,North
09/01/2024,Store_26,Beverages,142,15.83,North
10/01/2024,Store_26,Produce,46,44.97,East
11/01/2024,Store_26,Frozen,123,18.51,North
12/01/2024,Store_26,Dairy,118,66.55,North
13/01/2024,Store_26,Dairy,75,16.64,East
14/01/2024,Store_26,Frozen,6,90.51,South
15/01/2024,Store_26,Frozen,21,23.83,North
16/01/2024,Store_26,Beverages,190,29.85,West
17/01/2024,Store_26,Frozen,147,85.24,East
18/01/2024,Store_26,Produce,103,46.39,North
19/01/2024,Store_26,Beverages,88,3.38,North
20/01/2024,Store_26,Bakery,99,49.96,East
21/01/2024,Store_26,Produce,62,9.37,West
22/01/2024,Store_26,Beverages,107,98.55,West
23/01/2024,Store_26,Beverages,83,59.22,East
24/01/2024,Store_26,Dairy,181,26.4,West
25/01/2024,Store_26,Beverages,152,56.81,North
26/01/2024,Store_26,Produce,56,8.61,West
27/01/2024,Store_26,Frozen,190,80.19,North
28/01/2024,Store_26,Produce,162,92.61,South
29/01/2024,Store_26,Bakery,22,87.57,West
30/01/2024,Store_26,Beverages,68,34.83,South
31/01/2024,Store_26,Beverages,185,33.25,East
01/02/2024,Store_26,Beverages,10,4.47,West
02/02/2024,Store_26,Beverages,66,65.49,North
03/02/2024,Store_26,Dairy,8,53.96,West
04/02/2024,Store_26,Dairy,123,46.48,East
05/02/2024,Store_26,Frozen,38,90.86,East
06/02/2024,Store_26,Beverages,123,17.62,North
07/02/2024,Store_26,Bakery,62,1.96,West
08/02/2024,Store_26,Frozen,156,8.26,South
09/02/2024,Store_26,Beverages,138,23.11,East
10/02/2024,Store_26,Dairy,45,4.3,East
11/02/2024,Store_26,Bakery,65,50.78,North
12/02/2024,Store_26,Frozen,67,32.09,West
13/02/2024,Store_26,Bakery,137,18.87,South
14/02/2024,Store_26,Beverages,133,75.26,West
15/02/2024,Store_26,Produce,106,21.24,West
16/02/2024,Store_26,Bakery,138,69.07,South
17/02/2024,Store_26,Bakery,140,35.58,North
18/02/2024,Store_26,Dairy,82,51.67,East
19/02/2024,Store_26,Beverages,58,93.45,North
20/02/2024,Store_26,Bakery,149,4.7,North
21/02/2024,Store_26,Beverages,149,50.53,West
22/02/2024,Store_26,Dairy,193,85.59,South
23/02/2024,Store_26,Beverages,131,59.21,East
24/02/2024,Store_26,Dairy,69,28.41,West
25/02/2024,Store_26,Dairy,89,40.37,East
26/02/2024,Store_26,Frozen,64,68.35,West
27/02/2024,Store_26,Beverages,177,89.19,South
28/02/2024,Store_26,Produce,72,5.07,East
29/02/2024,Store_26,Frozen,17,8.08,East
01/03/2024,Store_26,Dairy,73,33.18,North
02/03/2024,Store_26,Produce,160,24.05,West
03/03/2024,Store_26,Bakery,70,27.23,West
04/03/2024,Store_26,Bakery,113,22.91,West
05/03/2024,Store_26,Frozen,21,20.39,North
06/03/2024,Store_26,Produce,135,13.93,North
07/03/2024,Store_26,Beverages,7,93.46,East
08/03/2024,Store_26,Produce,111,15.27,West
09/03/2024,Store_26,Frozen,27,21.24,West
10/03/2024,Store_26,Beverages,8,25.38,East
11/03/2024,Store_26,Beverages,28,93.37,East
12/03/2024,Store_26,Bakery,194,75.82,East
13/03/2024,Store_26,Produce,199,79.18,South
14/03/2024,Store_26,Beverages,47,11.37,South
15/03/2024,Store_26,Frozen,86,83.79,East
16/03/2024,Store_26,Bakery,10,41.41,North
17/03/2024,Store_26,Beverages,114,27.02,North
18/03/2024,Store_26,Produce,33,58,West
19/03/2024,Store_26,Bakery,135,82.4,South
20/03/2024,Store_26,Produce,131,78.09,South
21/03/2024,Store_26,Produce,14,89.11,East
22/03/2024,Store_26,Produce,172,92.89,East
23/03/2024,Store_26,Bakery,46,24.57,East
24/03/2024,Store_26,Beverages,61,42.96,East
25/03/2024,Store_26,Dairy,164,2.45,East
26/03/2024,Store_26,Beverages,13,88.05,North
27/03/2024,Store_26,Bakery,16,16.3,North
28/03/2024,Store_26,Dairy,133,86.29,East
29/03/2024,Store_26,Dairy,38,33.61,North
30/03/2024,Store_26,Dairy,178,37.45,East
31/03/2024,Store_26,Frozen,38,4.87,East
01/01/2024,Store_27,Bakery,103,33.36,South
02/01/2024,Store_27,Frozen,56,88.95,North
03/01/2024,Store_27,Dairy,63,3.53,North
04/01/2024,Store_27,Frozen,120,41.23,South
05/01/2024,Store_27,Frozen,48,4.11,North
06/01/2024,Store_27,Bakery,105,37.72,South
07/01/2024,Store_27,Produce,59,18.09,West
08/01/2024,Store_27,Frozen,77,25.97,North
09/01/2024,Store_27,Frozen,172,87.88,East
10/01/2024,Store_27,Dairy,127,44.17,South
11/01/2024,Store_27,Dairy,55,28.11,East
12/01/2024,Store_27,Dairy,55,59.34,East
13/01/2024,Store_27,Beverages,129,15.07,North
14/01/2024,Store_27,Frozen,136,26.68,South
15/01/2024,Store_27,Dairy,127,55.08,West
16/01/2024,Store_27,Bakery,132,24.51,East
17/01/2024,Store_27,Beverages,85,68.23,East
18/01/2024,Store_27,Produce,115,49.66,West
19/01/2024,Store_27,Frozen,181,77.43,South
20/01/2024,Store_27,Frozen,58,94.88,North
21/01/2024,Store_27,Bakery,37,12.46,East
22/01/2024,Store_27,Produce,49,34.13,North
23/01/2024,Store_27,Produce,67,32.64,South
24/01/2024,Store_27,Beverages,19,15.97,West
25/01/2024,Store_27,Frozen,129,81.22,North
26/01/2024,Store_27,Dairy,29,76.23,South
27/01/2024,Store_27,Bakery,87,48.96,North
28/01/2024,Store_27,Bakery,33,54.24,North
29/01/2024,Store_27,Bakery,119,6.89,East
30/01/2024,Store_27,Bakery,180,56,North
31/01/2024,Store_27,Dairy,169,79.34,East
01/02/2024,Store_27,Dairy,151,57.81,South
02/02/2024,Store_27,Beverages,133,27.27,South
03/02/2024,Store_27,Frozen,71,67.09,East
04/02/2024,Store_27,Dairy,185,36.79,West
05/02/2024,Store_27,Beverages,134,54.94,North
06/02/2024,Store_27,Produce,177,49.27,South
07/02/2024,Store_27,Frozen,22,38.74,South
08/02/2024,Store_27,Dairy,77,72.17,West
09/02/2024,Store_27,Produce,4,88.5,South
10/02/2024,Store_27,Beverages,72,1.52,East
11/02/2024,Store_27,Dairy,192,93.43,West
12/02/2024,Store_27,Dairy,165,51.64,South
13/02/2024,Store_27,Produce,159,70.37,West
14/02/2024,Store_27,Dairy,165,85.71,West
15/02/2024,Store_27,Bakery,128,47.24,South
16/02/2024,Store_27,Dairy,45,83.66,South
17/02/2024,Store_27,Frozen,136,18.58,South
18/02/2024,Store_27,Produce,168,16.76,West
19/02/2024,Store_27,Frozen,93,66.09,East
20/02/2024,Store_27,Beverages,5,87.14,East
21/02/2024,Store_27,Frozen,156,89.35,North
22/02/2024,Store_27,Bakery,104,64.73,South
23/02/2024,Store_27,Bakery,81,53.02,East
24/02/2024,Store_27,Frozen,87,33.81,North
25/02/2024,Store_27,Beverages,137,98.02,North
26/02/2024,Store_27,Dairy,130,32.65,South
27/02/2024,Store_27,Bakery,63,74.67,North
28/02/2024,Store_27,Frozen,51,53.67,East
29/02/2024,Store_27,Frozen,116,61.24,North
01/03/2024,Store_27,Frozen,113,39.95,North
02/03/2024,Store_27,Dairy,31,96.52,East
03/03/2024,Store_27,Produce,7,57.6,North
04/03/2024,Store_27,Beverages,158,93.84,North
05/03/2024,Store_27,Produce,186,1.75,West
06/03/2024,Store_27,Beverages,3,57.69,North
07/03/2024,Store_27,Beverages,51,72,North
08/03/2024,Store_27,Frozen,56,74.76,West
09/03/2024,Store_27,Bakery,73,90.59,West
10/03/2024,Store_27,Frozen,10,1.44,West
11/03/2024,Store_27,Dairy,61,1.03,South
12/03/2024,Store_27,Beverages,50,47.75,South
13/03/2024,Store_27,Bakery,122,3.9,East
14/03/2024,Store_27,Beverages,175,97.48,North
15/03/2024,Store_27,Beverages,1,22.98,East
16/03/2024,Store_27,Frozen,185,47.79,South
17/03/2024,Store_27,Bakery,38,7.05,North
18/03/2024,Store_27,Bakery,190,52.68,North
19/03/2024,Store_27,Beverages,79,38.62,West
20/03/2024,Store_27,Bakery,89,5.42,South
21/03/2024,Store_27,Bakery,198,34.18,North
22/03/2024,Store_27,Frozen,82,39.75,West
23/03/2024,Store_27,Produce,193,99,North
24/03/2024,Store_27,Dairy,190,21.58,South
25/03/2024,Store_27,Produce,184,54.93,East
26/03/2024,Store_27,Bakery,67,98.74,East
27/03/2024,Store_27,Beverages,17,79.41,North
28/03/2024,Store_27,Dairy,127,99.34,West
29/03/2024,Store_27,Dairy,112,96.86,West
30/03/2024,Store_27,Beverages,136,49.46,West
31/03/2024,Store_27,Dairy,60,69.94,South
01/01/2024,Store_28,Beverages,40,11.93,East
02/01/2024,Store_28,Dairy,89,44.67,East
03/01/2024,Store_28,Produce,190,81.09,North
04/01/2024,Store_28,Dairy,41,51.03,East
05/01/2024,Store_28,Frozen,140,70.57,West
06/01/2024,Store_28,Beverages,115,74.83,South
07/01/2024,Store_28,Dairy,100,26.09,West
08/01/2024,Store_28,Beverages,117,87.69,West
09/01/2024,Store_28,Frozen,182,46.52,East
10/01/2024,Store_28,Dairy,89,21.81,South
11/01/2024,Store_28,Dairy,93,86.68,South
12/01/2024,Store_28,Frozen,139,42.36,West
13/01/2024,Store_28,Frozen,60,75.28,North
14/01/2024,Store_28,Frozen,68,55.26,East
15/01/2024,Store_28,Beverages,78,38.81,North
16/01/2024,Store_28,Frozen,46,81.18,West
17/01/2024,Store_28,Beverages,38,58.86,East
18/01/2024,Store_28,Produce,189,39.67,North
19/01/2024,Store_28,Dairy,17,11.85,North
20/01/2024,Store_28,Dairy,66,89.65,North
21/01/2024,Store_28,Bakery,36,4.51,East
22/01/2024,Store_28,Produce,74,86.46,North
23/01/2024,Store_28,Frozen,7,36.64,South
24/01/2024,Store_28,Frozen,16,64.29,West
25/01/2024,Store_28,Produce,14,92.3,East
26/01/2024,Store_28,Frozen,80,16.02,South
27/01/2024,Store_28,Bakery,25,57.13,North
28/01/2024,Store_28,Beverages,105,76.68,West
29/01/2024,Store_28,Dairy,4,76,North
30/01/2024,Store_28,Produce,157,53.04,South
31/01/2024,Store_28,Dairy,127,62.85,North
01/02/2024,Store_28,Beverages,56,76,East
02/02/2024,Store_28,Produce,6,84.26,South
03/02/2024,Store_28,Beverages,129,76.42,East
04/02/2024,Store_28,Frozen,167,36.05,West
05/02/2024,Store_28,Frozen,129,99.68,East
06/02/2024,Store_28,Frozen,115,44.02,East
07/02/2024,Store_28,Beverages,191,3.42,North
08/02/2024,Store_28,Beverages,57,36.9,North
09/02/2024,Store_28,Beverages,195,13.65,South
10/02/2024,Store_28,Dairy,65,13.02,West
11/02/2024,Store_28,Beverages,65,28.87,South
12/02/2024,Store_28,Frozen,103,6.28,West
13/02/2024,Store_28,Bakery,21,69.16,West
14/02/2024,Store_28,Beverages,158,8.32,East
15/02/2024,Store_28,Bakery,33,21.13,North
16/02/2024,Store_28,Frozen,176,10.2,West
17/02/2024,Store_28,Beverages,22,7.25,North
18/02/2024,Store_28,Dairy,182,27.51,West
19/02/2024,Store_28,Dairy,110,57.62,North
20/02/2024,Store_28,Bakery,4,96.5,South
21/02/2024,Store_28,Dairy,183,87.68,North
22/02/2024,Store_28,Dairy,172,87.72,East
23/02/2024,Store_28,Dairy,140,18.43,West
24/02/2024,Store_28,Frozen,74,27.23,East
25/02/2024,Store_28,Dairy,119,8.56,West
26/02/2024,Store_28,Produce,180,78.07,East
27/02/2024,Store_28,Beverages,93,7.91,West
28/02/2024,Store_28,Dairy,65,56.11,North
29/02/2024,Store_28,Dairy,65,25.54,West
01/03/2024,Store_28,Dairy,10,25.1,East
02/03/2024,Store_28,Produce,146,99.08,East
03/03/2024,Store_28,Dairy,47,75.92,West
04/03/2024,Store_28,Dairy,66,83.86,West
05/03/2024,Store_28,Beverages,49,57.63,South
06/03/2024,Store_28,Produce,22,87.23,South
07/03/2024,Store_28,Produce,86,64.9,North
08/03/2024,Store_28,Dairy,26,94.67,North
09/03/2024,Store_28,Produce,137,28.85,North
10/03/2024,Store_28,Bakery,149,59.94,North
11/03/2024,Store_28,Produce,95,69.32,North
12/03/2024,Store_28,Produce,191,39.9,West
13/03/2024,Store_28,Produce,107,88.09,South
14/03/2024,Store_28,Frozen,134,98,West
15/03/2024,Store_28,Frozen,14,49.88,South
16/03/2024,Store_28,Frozen,161,39.67,South
17/03/2024,Store_28,Produce,71,47.72,East
18/03/2024,Store_28,Bakery,152,85.42,East
19/03/2024,Store_28,Produce,75,64.9,South
20/03/2024,Store_28,Dairy,120,5.43,West
21/03/2024,Store_28,Bakery,112,54.67,South
22/03/2024,Store_28,Frozen,51,2.71,North
23/03/2024,Store_28,Beverages,130,78.08,West
24/03/2024,Store_28,Bakery,143,33.5,West
25/03/2024,Store_28,Frozen,163,47.73,South
26/03/2024,Store_28,Bakery,36,80.07,North
27/03/2024,Store_28,Bakery,118,5.6,South
28/03/2024,Store_28,Produce,167,16.7,North
29/03/2024,Store_28,Dairy,4,40.4,West
30/03/2024,Store_28,Beverages,192,23.76,South
31/03/2024,Store_28,Frozen,6,34.45,North
01/01/2024,Store_29,Bakery,185,99.82,East
02/01/2024,Store_29,Beverages,158,82.72,West
03/01/2024,Store_29,Bakery,110,88.51,West
04/01/2024,Store_29,Dairy,99,93.77,East
05/01/2024,Store_29,Beverages,122,34.75,North
06/01/2024,Store_29,Frozen,117,30.41,West
07/01/2024,Store_29,Bakery,96,24.17,North
08/01/2024,Store_29,Dairy,67,83.18,East
09/01/2024,Store_29,Beverages,120,68.28,South
10/01/2024,Store_29,Bakery,15,24.38,West
11/01/2024,Store_29,Bakery,17,38.32,West
12/01/2024,Store_29,Frozen,18,51.16,North
13/01/2024,Store_29,Dairy,115,53.29,West
14/01/2024,Store_29,Produce,147,88.98,South
15/01/2024,Store_29,Bakery,76,38.68,East
16/01/2024,Store_29,Beverages,88,90.94,West
17/01/2024,Store_29,Frozen,197,44.7,East
18/01/2024,Store_29,Frozen,152,74.89,North
19/01/2024,Store_29,Bakery,91,93.1,South
20/01/2024,Store_29,Bakery,48,90.85,West
21/01/2024,Store_29,Bakery,158,6.64,East
22/01/2024,Store_29,Produce,15,21.36,South
23/01/2024,Store_29,Bakery,175,48.21,East
24/01/2024,Store_29,Dairy,123,43.72,North
25/01/2024,Store_29,Beverages,127,64.45,South
26/01/2024,Store_29,Bakery,172,94.53,South
27/01/2024,Store_29,Produce,98,12.13,North
28/01/2024,Store_29,Beverages,155,45.73,North
29/01/2024,Store_29,Frozen,84,20.05,West
30/01/2024,Store_29,Bakery,192,89.52,North
31/01/2024,Store_29,Beverages,41,96.49,North
01/02/2024,Store_29,Frozen,96,48.39,East
02/02/2024,Store_29,Produce,68,11.3,South
03/02/2024,Store_29,Dairy,5,78.74,East
04/02/2024,Store_29,Bakery,53,70.02,North
05/02/2024,Store_29,Dairy,122,36.11,West
06/02/2024,Store_29,Produce,136,88.85,East
07/02/2024,Store_29,Beverages,22,97.61,East
08/02/2024,Store_29,Beverages,106,56.23,South
09/02/2024,Store_29,Produce,7,57.01,South
10/02/2024,Store_29,Produce,150,30.45,South
11/02/2024,Store_29,Bakery,46,58.87,West
12/02/2024,Store_29,Frozen,30,44.52,West
13/02/2024,Store_29,Dairy,126,30.92,North
14/02/2024,Store_29,Dairy,101,7.65,North
15/02/2024,Store_29,Beverages,144,26.02,South
16/02/2024,Store_29,Beverages,79,20.59,East
17/02/2024,Store_29,Bakery,133,54.66,South
18/02/2024,Store_29,Produce,67,60.57,North
19/02/2024,Store_29,Dairy,23,61.25,East
20/02/2024,Store_29,Bakery,189,39.43,North
21/02/2024,Store_29,Beverages,74,42.7,West
22/02/2024,Store_29,Beverages,5,83.59,South
23/02/2024,Store_29,Dairy,151,48.15,South
24/02/2024,Store_29,Beverages,82,98.79,East
25/02/2024,Store_29,Beverages,25,44.52,South
26/02/2024,Store_29,Frozen,8,65.31,North
27/02/2024,Store_29,Produce,149,5.99,North
28/02/2024,Store_29,Beverages,2,65.68,West
29/02/2024,Store_29,Frozen,22,85.29,North
01/03/2024,Store_29,Bakery,72,94.3,East
02/03/2024,Store_29,Beverages,87,99.73,North
03/03/2024,Store_29,Bakery,72,28.94,West
04/03/2024,Store_29,Beverages,68,57.96,West
05/03/2024,Store_29,Dairy,64,45.62,South
06/03/2024,Store_29,Frozen,94,56.82,East
07/03/2024,Store_29,Frozen,19,16.59,North
08/03/2024,Store_29,Dairy,128,85.76,West
09/03/2024,Store_29,Produce,87,91.05,North
10/03/2024,Store_29,Frozen,82,45.52,West
11/03/2024,Store_29,Bakery,181,28.76,South
12/03/2024,Store_29,Frozen,87,14.94,West
13/03/2024,Store_29,Produce,97,68.69,South
14/03/2024,Store_29,Bakery,52,31.91,East
15/03/2024,Store_29,Bakery,175,91.04,North
16/03/2024,Store_29,Dairy,82,67.43,North
17/03/2024,Store_29,Beverages,182,64.92,South
18/03/2024,Store_29,Dairy,172,56.38,East
19/03/2024,Store_29,Beverages,97,5.53,South
20/03/2024,Store_29,Dairy,135,93.26,West
21/03/2024,Store_29,Beverages,115,63.17,South
22/03/2024,Store_29,Frozen,92,99.41,East
23/03/2024,Store_29,Bakery,1,54.2,West
24/03/2024,Store_29,Beverages,63,71.3,North
25/03/2024,Store_29,Frozen,167,6.56,North
26/03/2024,Store_29,Produce,19,63.54,North
27/03/2024,Store_29,Dairy,31,76.7,East
28/03/2024,Store_29,Produce,77,78.07,East
29/03/2024,Store_29,Frozen,121,77.24,East
30/03/2024,Store_29,Produce,24,23.4,East
31/03/2024,Store_29,Produce,69,97.56,East
01/01/2024,Store_30,Frozen,193,99.52,West
02/01/2024,Store_30,Bakery,161,8.48,South
03/01/2024,Store_30,Beverages,59,93.71,North
04/01/2024,Store_30,Dairy,114,29.66,East
05/01/2024,Store_30,Beverages,161,69.24,North
06/01/2024,Store_30,Dairy,160,34.47,East
07/01/2024,Store_30,Beverages,187,96.81,North
08/01/2024,Store_30,Produce,101,11.05,South
09/01/2024,Store_30,Bakery,169,50.28,North
10/01/2024,Store_30,Produce,12,43.38,North
11/01/2024,Store_30,Bakery,119,33.28,East
12/01/2024,Store_30,Frozen,139,64.91,West
13/01/2024,Store_30,Dairy,97,13.97,West
14/01/2024,Store_30,Dairy,147,71.95,North
15/01/2024,Store_30,Frozen,182,98.08,West
16/01/2024,Store_30,Beverages,57,80.65,South
17/01/2024,Store_30,Frozen,42,86.14,South
18/01/2024,Store_30,Frozen,98,36.6,West
19/01/2024,Store_30,Bakery,199,33.16,West
20/01/2024,Store_30,Frozen,31,52.19,South
21/01/2024,Store_30,Dairy,180,5.53,West
22/01/2024,Store_30,Produce,2,94.59,West
23/01/2024,Store_30,Bakery,166,15.23,East
24/01/2024,Store_30,Bakery,32,90.4,East
25/01/2024,Store_30,Beverages,138,9.27,West
26/01/2024,Store_30,Produce,105,82.44,West
27/01/2024,Store_30,Bakery,136,16.04,East
28/01/2024,Store_30,Frozen,75,4.78,East
29/01/2024,Store_30,Bakery,105,72.23,West
30/01/2024,Store_30,Bakery,148,28.75,East
31/01/2024,Store_30,Bakery,148,71.74,South
01/02/2024,Store_30,Beverages,127,55.95,North
02/02/2024,Store_30,Bakery,9,11.77,South
03/02/2024,Store_30,Bakery,15,93.28,East
04/02/2024,Store_30,Beverages,97,45.78,South
05/02/2024,Store_30,Produce,105,73.71,North
06/02/2024,Store_30,Dairy,63,50.6,East
07/02/2024,Store_30,Beverages,21,60.83,South
08/02/2024,Store_30,Beverages,5,30.97,South
09/02/2024,Store_30,Bakery,125,20.84,North
10/02/2024,Store_30,Bakery,163,54.71,East
11/02/2024,Store_30,Dairy,85,44.58,West
12/02/2024,Store_30,Bakery,196,39.62,East
13/02/2024,Store_30,Frozen,113,67.58,North
14/02/2024,Store_30,Bakery,176,69.36,North
15/02/2024,Store_30,Bakery,80,5.55,North
16/02/2024,Store_30,Frozen,190,34.54,North
17/02/2024,Store_30,Dairy,116,41.76,West
18/02/2024,Store_30,Frozen,163,10.59,East
19/02/2024,Store_30,Beverages,198,24.35,East
20/02/2024,Store_30,Frozen,97,6.11,South
21/02/2024,Store_30,Produce,21,99.63,West
22/02/2024,Store_30,Beverages,80,73.92,West
23/02/2024,Store_30,Bakery,39,9.66,South
24/02/2024,Store_30,Beverages,162,3,South
25/02/2024,Store_30,Dairy,121,72.21,East
26/02/2024,Store_30,Dairy,124,44.48,East
27/02/2024,Store_30,Frozen,143,78.89,East
28/02/2024,Store_30,Beverages,6,92.42,West
29/02/2024,Store_30,Bakery,194,60.33,West
01/03/2024,Store_30,Dairy,56,19.52,South
02/03/2024,Store_30,Bakery,49,78.44,North
03/03/2024,Store_30,Produce,92,95.63,North
04/03/2024,Store_30,Dairy,129,58.44,North
05/03/2024,Store_30,Frozen,65,68.52,North
06/03/2024,Store_30,Produce,28,34.41,North
07/03/2024,Store_30,Beverages,100,38.77,East
08/03/2024,Store_30,Bakery,148,73.73,South
09/03/2024,Store_30,Dairy,176,92.85,North
10/03/2024,Store_30,Produce,72,63.27,North
11/03/2024,Store_30,Produce,65,79.19,North
12/03/2024,Store_30,Dairy,51,17.99,East
13/03/2024,Store_30,Beverages,171,21.98,North
14/03/2024,Store_30,Beverages,49,53.67,South
15/03/2024,Store_30,Frozen,153,18.48,East
16/03/2024,Store_30,Beverages,74,63.86,East
17/03/2024,Store_30,Frozen,169,29.87,West
18/03/2024,Store_30,Produce,199,79.36,West
19/03/2024,Store_30,Dairy,192,81,East
20/03/2024,Store_30,Beverages,189,46.91,North
21/03/2024,Store_30,Frozen,12,18.9,North
22/03/2024,Store_30,Produce,104,65.03,North
23/03/2024,Store_30,Beverages,81,99.29,North
24/03/2024,Store_30,Bakery,197,62.64,West
25/03/2024,Store_30,Produce,127,4.54,South
26/03/2024,Store_30,Beverages,14,2.71,East
27/03/2024,Store_30,Produce,34,32.72,North
28/03/2024,Store_30,Dairy,48,20.38,West
29/03/2024,Store_30,Dairy,61,81.49,South
30/03/2024,Store_30,Dairy,35,84.64,East
31/03/2024,Store_30,Bakery,119,26.6,East
01/01/2024,Store_31,Dairy,65,33.24,East
02/01/2024,Store_31,Bakery,59,24.39,North
03/01/2024,Store_31,Dairy,36,90.93,East
04/01/2024,Store_31,Produce,147,50.76,North
05/01/2024,Store_31,Beverages,42,65.96,South
06/01/2024,Store_31,Beverages,69,42.13,West
07/01/2024,Store_31,Dairy,147,63.47,West
08/01/2024,Store_31,Beverages,107,39.2,West
09/01/2024,Store_31,Dairy,39,34.63,East
10/01/2024,Store_31,Dairy,69,63.81,West
11/01/2024,Store_31,Frozen,180,59.52,South
12/01/2024,Store_31,Frozen,12,30.06,North
13/01/2024,Store_31,Frozen,83,15.79,West
14/01/2024,Store_31,Bakery,175,37.49,North
15/01/2024,Store_31,Frozen,36,42.1,North
16/01/2024,Store_31,Dairy,126,63.24,West
17/01/2024,Store_31,Produce,63,91.54,West
18/01/2024,Store_31,Frozen,76,4.58,West
19/01/2024,Store_31,Frozen,82,25.12,East
20/01/2024,Store_31,Produce,51,20.18,West
21/01/2024,Store_31,Dairy,43,50.73,East
22/01/2024,Store_31,Bakery,34,43.54,South
23/01/2024,Store_31,Frozen,97,73.17,North
24/01/2024,Store_31,Produce,49,25,South
25/01/2024,Store_31,Dairy,146,59.86,West
26/01/2024,Store_31,Beverages,125,88.5,North
27/01/2024,Store_31,Bakery,189,91.16,West
28/01/2024,Store_31,Produce,57,95.92,West
29/01/2024,Store_31,Produce,93,77.55,North
30/01/2024,Store_31,Produce,109,90.69,South
31/01/2024,Store_31,Frozen,5,24.22,West
01/02/2024,Store_31,Beverages,24,20.56,North
02/02/2024,Store_31,Bakery,192,1.64,South
03/02/2024,Store_31,Dairy,59,70.98,East
04/02/2024,Store_31,Dairy,38,93.81,South
05/02/2024,Store_31,Beverages,161,19.51,South
06/02/2024,Store_31,Produce,10,64.06,North
07/02/2024,Store_31,Produce,165,74.9,South
08/02/2024,Store_31,Produce,126,92.83,East
09/02/2024,Store_31,Produce,11,65.04,East
10/02/2024,Store_31,Produce,24,97.06,West
11/02/2024,Store_31,Beverages,88,35.12,East
12/02/2024,Store_31,Frozen,199,35.64,West
13/02/2024,Store_31,Bakery,114,54.76,East
14/02/2024,Store_31,Produce,21,38.97,South
15/02/2024,Store_31,Frozen,148,1.14,West
16/02/2024,Store_31,Dairy,10,73.45,East
17/02/2024,Store_31,Beverages,175,75.42,South
18/02/2024,Store_31,Frozen,175,74.95,South
19/02/2024,Store_31,Produce,143,35.16,West
20/02/2024,Store_31,Produce,172,52.71,North
21/02/2024,Store_31,Produce,190,36.64,South
22/02/2024,Store_31,Frozen,134,2.59,South
23/02/2024,Store_31,Produce,66,56.68,North
24/02/2024,Store_31,Frozen,122,13.25,West
25/02/2024,Store_31,Produce,132,8.92,East
26/02/2024,Store_31,Dairy,23,75.79,East
27/02/2024,Store_31,Dairy,13,1.94,South
28/02/2024,Store_31,Bakery,159,95.94,North
29/02/2024,Store_31,Produce,16,52.01,South
01/03/2024,Store_31,Produce,41,98.32,West
02/03/2024,Store_31,Frozen,1,6.74,South
03/03/2024,Store_31,Frozen,111,58.77,East
04/03/2024,Store_31,Produce,12,35.58,North
05/03/2024,Store_31,Bakery,119,84.5,West
06/03/2024,Store_31,Produce,184,36.76,South
07/03/2024,Store_31,Frozen,178,26.79,East
08/03/2024,Store_31,Produce,20,85.9,South
09/03/2024,Store_31,Frozen,194,38.09,East
10/03/2024,Store_31,Produce,36,2.67,North
11/03/2024,Store_31,Beverages,79,39.64,West
12/03/2024,Store_31,Frozen,166,65.8,South
13/03/2024,Store_31,Bakery,150,26.18,West
14/03/2024,Store_31,Beverages,108,43.77,North
15/03/2024,Store_31,Produce,189,6.61,East
16/03/2024,Store_31,Frozen,178,59.22,North
17/03/2024,Store_31,Beverages,96,75.87,North
18/03/2024,Store_31,Bakery,59,41.92,West
19/03/2024,Store_31,Frozen,20,42.6,North
20/03/2024,Store_31,Beverages,164,9.74,South
21/03/2024,Store_31,Beverages,126,20.99,East
22/03/2024,Store_31,Beverages,97,16.31,North
23/03/2024,Store_31,Dairy,143,48.69,South
24/03/2024,Store_31,Produce,62,53.4,East
25/03/2024,Store_31,Frozen,131,94.95,West
26/03/2024,Store_31,Frozen,93,8.25,East
27/03/2024,Store_31,Frozen,91,60.39,West
28/03/2024,Store_31,Beverages,133,53.12,East
29/03/2024,Store_31,Produce,123,52.11,North
30/03/2024,Store_31,Bakery,184,87.44,West
31/03/2024,Store_31,Frozen,159,21.35,West
01/01/2024,Store_32,Produce,86,5.04,West
02/01/2024,Store_32,Produce,163,67.55,North
03/01/2024,Store_32,Dairy,118,35.17,North
04/01/2024,Store_32,Frozen,199,2.74,East
05/01/2024,Store_32,Beverages,198,25.89,East
06/01/2024,Store_32,Produce,26,31.62,North
07/01/2024,Store_32,Produce,118,62.07,North
08/01/2024,Store_32,Bakery,1,18.09,West
09/01/2024,Store_32,Dairy,7,41.89,East
10/01/2024,Store_32,Produce,164,48.77,East
11/01/2024,Store_32,Produce,76,46.46,West
12/01/2024,Store_32,Beverages,87,97.42,West
13/01/2024,Store_32,Beverages,153,5.5,West
14/01/2024,Store_32,Bakery,94,95.15,South
15/01/2024,Store_32,Bakery,187,58.61,South
16/01/2024,Store_32,Bakery,61,79.78,North
17/01/2024,Store_32,Beverages,29,43.61,East
18/01/2024,Store_32,Beverages,95,45.93,West
